timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-07-29T00:00:00.000Z";"2025-07-29T23:59:59.999Z";"2025-07-29T07:49:00.000Z";"2025-07-29T16:39:00.000Z";"2781";117938.5843592765;119273.8700927401;116987.3709425315;117922.1478369023;68463107433.08;2346548863678.93;"2025-07-29T23:59:59.999Z"
"2025-07-28T00:00:00.000Z";"2025-07-28T23:59:59.999Z";"2025-07-28T02:39:00.000Z";"2025-07-28T18:36:00.000Z";"2781";119457.5219509422;119819.7899002832;117441.4374555872;117924.4729527151;64822943193.08;2346839250912.99;"2025-07-28T23:59:59.999Z"
"2025-07-27T00:00:00.000Z";"2025-07-27T23:59:59.999Z";"2025-07-27T22:46:00.000Z";"2025-07-27T00:13:00.000Z";"2781";117944.7296624648;119815.5973000797;117859.6870398229;119448.4903295397;54683390891.99;2377006745709.88;"2025-07-27T23:59:59.999Z"
"2025-07-26T00:00:00.000Z";"2025-07-26T23:59:59.999Z";"2025-07-26T19:56:00.000Z";"2025-07-26T02:00:00.000Z";"2781";117644.8440625216;118335.6855126882;117181.2278014952;117947.3662422036;48508954045.79;2346856092637.38;"2025-07-26T23:59:59.999Z"
"2025-07-25T00:00:00.000Z";"2025-07-25T23:59:59.999Z";"2025-07-25T00:05:00.000Z";"2025-07-25T07:57:00.000Z";"2781";118368.0032491776;118486.9789120807;114759.8232269854;117635.8810759376;104857024568.67;2340833108360.89;"2025-07-25T23:59:59.999Z"
"2025-07-24T00:00:00.000Z";"2025-07-24T23:59:59.999Z";"2025-07-24T15:11:00.000Z";"2025-07-24T07:06:00.000Z";"2781";118770.9814845992;119535.4547232326;117247.9721620243;118368.0032491776;72627318559.56;2355161768776.72;"2025-07-24T23:59:59.999Z"
"2025-07-23T00:00:00.000Z";"2025-07-23T23:59:59.999Z";"2025-07-23T00:26:00.000Z";"2025-07-23T13:52:00.000Z";"2781";119997.4426914491;120113.3505276606;117391.3908412902;118754.9571943315;66608604536.87;2363126358024.41;"2025-07-23T23:59:59.999Z"
"2025-07-22T00:00:00.000Z";"2025-07-22T23:59:59.999Z";"2025-07-22T23:20:00.000Z";"2025-07-22T01:19:00.000Z";"2781";117426.4981533992;120269.9664728629;116233.2261536595;119995.4155518337;79217583118.49;2387475839645.87;"2025-07-22T23:59:59.999Z"
"2025-07-21T00:00:00.000Z";"2025-07-21T23:59:59.999Z";"2025-07-21T07:31:00.000Z";"2025-07-21T00:24:00.000Z";"2781";117306.4669821287;119671.5641191938;116584.4003581047;117439.5358004276;69820091744.15;2336270166954.78;"2025-07-21T23:59:59.999Z"
"2025-07-20T00:00:00.000Z";"2025-07-20T23:59:59.999Z";"2025-07-20T16:06:00.000Z";"2025-07-20T22:19:00.000Z";"2781";117944.1092425224;118865.0340650434;116550.1361239857;117300.7857402877;57515447231.38;2333823422030.29;"2025-07-20T23:59:59.999Z"
"2025-07-19T00:00:00.000Z";"2025-07-19T23:59:59.999Z";"2025-07-19T11:10:00.000Z";"2025-07-19T21:27:00.000Z";"2781";117998.1273641834;118541.4017194511;117388.4106620181;117939.9787390508;47564562764.75;2346457480606.41;"2025-07-19T23:59:59.999Z"
"2025-07-18T00:00:00.000Z";"2025-07-18T23:59:59.999Z";"2025-07-18T06:03:00.000Z";"2025-07-18T20:39:00.000Z";"2781";119284.1117909389;120851.9178264544;116925.9812397523;118003.2244955267;77945799784.74;2347478699402.93;"2025-07-18T23:59:59.999Z"
"2025-07-17T00:00:00.000Z";"2025-07-17T23:59:59.999Z";"2025-07-17T21:26:00.000Z";"2025-07-17T12:31:00.000Z";"2781";118738.506038944;120999.6071583501;117508.2160474774;119289.8421917949;72363841798.42;2373010088202.67;"2025-07-17T23:59:59.999Z"
"2025-07-16T00:00:00.000Z";"2025-07-16T23:59:59.999Z";"2025-07-16T21:04:00.000Z";"2025-07-16T02:38:00.000Z";"2781";117777.1889947756;120065.5186671818;117064.8215637211;118738.506038944;72162029070.46;2362105115509.25;"2025-07-16T23:59:59.999Z"
"2025-07-15T00:00:00.000Z";"2025-07-15T23:59:59.999Z";"2025-07-15T00:29:00.000Z";"2025-07-15T14:58:00.000Z";"2781";119853.8484758277;119935.5604084972;115765.6867265961;117777.1889947756;98321661180.6;2342931256280.44;"2025-07-15T23:59:59.999Z"
"2025-07-14T00:00:00.000Z";"2025-07-14T23:59:59.999Z";"2025-07-14T07:40:00.000Z";"2025-07-14T01:32:00.000Z";"2781";119115.7875096413;123091.612801368;118959.1967856346;119849.7057203147;181746419401.06;2384182852789.83;"2025-07-14T23:59:59.999Z"
"2025-07-13T00:00:00.000Z";"2025-07-13T23:59:59.999Z";"2025-07-13T19:33:00.000Z";"2025-07-13T00:19:00.000Z";"2781";117432.2008458641;119449.5719060133;117265.4378645473;119116.1175492467;49021091807.15;2369444812889.26;"2025-07-13T23:59:59.999Z"
"2025-07-12T00:00:00.000Z";"2025-07-12T23:59:59.999Z";"2025-07-12T09:55:00.000Z";"2025-07-12T15:55:00.000Z";"2781";117530.7128957262;118219.9000427407;116977.0236976189;117435.2300531511;45524560304.01;2335905558930.53;"2025-07-12T23:59:59.999Z"
"2025-07-11T00:00:00.000Z";"2025-07-11T23:59:59.999Z";"2025-07-11T09:38:00.000Z";"2025-07-11T00:28:00.000Z";"2781";115986.2347970836;118856.4737392894;115245.6863485712;117516.9936684245;86928361084.93;2337810344520.96;"2025-07-11T23:59:59.999Z"
"2025-07-10T00:00:00.000Z";"2025-07-10T23:59:59.999Z";"2025-07-10T21:58:00.000Z";"2025-07-10T13:45:00.000Z";"2781";111329.1959809476;116608.7846761286;110660.749453081;115987.206196845;95911605727.89;2307032090295.36;"2025-07-10T23:59:59.999Z"
"2025-07-09T00:00:00.000Z";"2025-07-09T23:59:59.999Z";"2025-07-09T19:56:00.000Z";"2025-07-09T04:27:00.000Z";"2781";108950.2755431898;111925.3769468279;108357.6820315167;111326.5512690552;57927418064.83;2214343274520.85;"2025-07-09T23:59:59.999Z"
"2025-07-08T00:00:00.000Z";"2025-07-08T23:59:59.999Z";"2025-07-08T13:47:00.000Z";"2025-07-08T02:19:00.000Z";"2781";108298.2289745801;109198.9716164064;107499.5564675773;108950.2755431898;44282204126.95;2166970209725.65;"2025-07-08T23:59:59.999Z"
"2025-07-07T00:00:00.000Z";"2025-07-07T23:59:59.999Z";"2025-07-07T03:28:00.000Z";"2025-07-07T18:34:00.000Z";"2781";109235.3279895239;109710.249827483;107527.0572095148;108299.851087593;45415696597.48;2153955280582.39;"2025-07-07T23:59:59.999Z"
"2025-07-06T00:00:00.000Z";"2025-07-06T23:59:59.999Z";"2025-07-06T21:32:00.000Z";"2025-07-06T10:03:00.000Z";"2781";108231.1838329827;109731.6259445986;107847.0171588084;109232.0697345571;36746020463.25;2172541130547.62;"2025-07-06T23:59:59.999Z"
"2025-07-05T00:00:00.000Z";"2025-07-05T23:59:59.999Z";"2025-07-05T04:31:00.000Z";"2025-07-05T02:34:00.000Z";"2781";108015.8392263224;108381.3401614263;107842.275057062;108231.1819901941;30615537519.57;2152514555350.06;"2025-07-05T23:59:59.999Z"
"2025-07-04T00:00:00.000Z";"2025-07-04T23:59:59.999Z";"2025-07-04T01:36:00.000Z";"2025-07-04T19:32:00.000Z";"2781";109635.6551974521;109751.9874559142;107296.3800299472;108034.3390499008;42616442655.9;2148181204989.38;"2025-07-04T23:59:59.999Z"
"2025-07-03T00:00:00.000Z";"2025-07-03T23:59:59.999Z";"2025-07-03T13:58:00.000Z";"2025-07-03T02:44:00.000Z";"2781";108845.0128550604;110541.4615672827;108605.7956428519;109647.97877391;50494742269.78;2180339952810.43;"2025-07-03T23:59:59.999Z"
"2025-07-02T00:00:00.000Z";"2025-07-02T23:59:59.999Z";"2025-07-02T17:25:00.000Z";"2025-07-02T01:18:00.000Z";"2781";105703.0998551802;109763.6535179963;105157.39559599;108859.3238682359;56248657736.96;2164564307569.28;"2025-07-02T23:59:59.999Z"
"2025-07-01T00:00:00.000Z";"2025-07-01T23:59:59.999Z";"2025-07-01T01:25:00.000Z";"2025-07-01T20:02:00.000Z";"2781";107144.3826437445;107550.6786944617;105270.2266043534;105698.2781440006;44110692246.89;2102033618558.69;"2025-07-01T23:59:59.999Z"
"2025-06-30T00:00:00.000Z";"2025-06-30T23:59:59.999Z";"2025-06-30T01:46:00.000Z";"2025-06-30T15:19:00.000Z";"2781";108383.4411795601;108798.7919147742;106759.6503268975;107135.3345105601;42064804589.76;2130649407200.56;"2025-06-30T23:59:59.999Z"
"2025-06-29T00:00:00.000Z";"2025-06-29T23:59:59.999Z";"2025-06-29T12:01:00.000Z";"2025-06-29T02:06:00.000Z";"2781";107327.8224263488;108526.3070408953;107230.1105251328;108385.5700884473;35534874438.25;2155239518940.18;"2025-06-29T23:59:59.999Z"
"2025-06-28T00:00:00.000Z";"2025-06-28T23:59:59.999Z";"2025-06-28T17:52:00.000Z";"2025-06-28T01:39:00.000Z";"2781";107090.5488566638;107567.8815771331;106883.9732809725;107327.7031808139;30037708334.64;2134192283383.46;"2025-06-28T23:59:59.999Z"
"2025-06-27T00:00:00.000Z";"2025-06-27T23:59:59.999Z";"2025-06-27T07:21:00.000Z";"2025-06-27T14:36:00.000Z";"2781";106954.9233313544;107772.4715121679;106449.9941431739;107088.4302288312;45353692674.51;2129424241709.23;"2025-06-27T23:59:59.999Z"
"2025-06-26T00:00:00.000Z";"2025-06-26T23:59:59.999Z";"2025-06-26T03:07:00.000Z";"2025-06-26T15:34:00.000Z";"2781";107375.0706392033;108305.543038463;106666.3497715369;106960.0032689962;43891990612.71;2126689663377.11;"2025-06-26T23:59:59.999Z"
"2025-06-25T00:00:00.000Z";"2025-06-25T23:59:59.999Z";"2025-06-25T14:08:00.000Z";"2025-06-25T00:39:00.000Z";"2781";106047.4031667322;108168.4002753518;105881.3893636784;107361.260804055;51624120283.34;2134992217054.6;"2025-06-25T23:59:59.999Z"
"2025-06-24T00:00:00.000Z";"2025-06-24T23:59:59.999Z";"2025-06-24T17:03:00.000Z";"2025-06-24T08:19:00.000Z";"2781";105571.5177648119;106316.8285778167;104740.2420956876;106045.6320954752;48822986421.13;2108544440918.06;"2025-06-24T23:59:59.999Z"
